id,amount_tsh,existing year,funder,gps_height,installer,num_private,basin,subvillage,region,population,public_meeting,recorded_by,scheme_management,permit,extraction_type_class,management_group,payment_type,water_quality,quantity,source_class,waterpoint_type_group
28793,0.0,unknown,Government Of Tanzania,0,WEDECO,0,Lake Victoria,Mwamagili,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,Parastatal,True,gravity,parastatal,never pay,soft,seasonal,surface,communal standpipe
60763,0.0,unknown,Government Of Tanzania,0,RWE,0,Lake Victoria,Mwasubuya,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
54535,0.0,28.0,Tcrs,1343,TCRS,0,Lake Tanganyika,Barabara 4,Rukwa,47.0,True,GeoData Consultants Ltd,Water authority,True,other,commercial,never pay,soft,enough,groundwater,hand pump
64182,0.0,3.0,Government Of Tanzania,1201,DWE,0,Pangani,Nguvu Mali,Tanga,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
11863,0.0,unknown,Concern World Wide,0,DWE,0,Lake Tanganyika,Kazwabwamba,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,monthly,milky,enough,groundwater,hand pump
1945,0.0,29.0,Government Of Tanzania,1270,RWE,0,Lake Victoria,Kasozu,Mwanza,500.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,insufficient,surface,communal standpipe
42937,0.0,unknown,Government Of Tanzania,0,Gover,0,Rufiji,Tembelemonga,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,insufficient,groundwater,communal standpipe
7836,500.0,5.0,Caritas,328,DWE,0,Rufiji,Ibuta,Morogoro,753.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
10177,0.0,unknown,Private Individual,0,Villagers,0,Lake Victoria,Center A,Mwanza,<built-in function zeros>,False,GeoData Consultants Ltd,Private operator,False,handpump,commercial,never pay,soft,insufficient,groundwater,hand pump
44023,0.0,4.0,Devon Aid Korogwe,346,DWE,0,Pangani,Shule,Tanga,500.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,salty,seasonal,groundwater,hand pump
4736,0.0,unknown,Government Of Tanzania,0,DWE,0,Lake Victoria,Ntungamo,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,True,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
10658,0.0,unknown,Rwssp,0,DWE,0,Lake Tanganyika,Arusha,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,unknown,milky,seasonal,groundwater,hand pump
18927,0.0,unknown,Dadis,0,Atufigwege mwahula,0,Lake Nyasa,Bujesi,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
42536,1000.0,28.0,Danida,1436,DANID,0,Rufiji,Mwika,Iringa,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
60925,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Bulinda,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
20026,0.0,unknown,Government Of Tanzania,0,DWE,0,Lake Victoria,Rushe B,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,other,user-group,never pay,soft,enough,groundwater,other
62025,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Ibungu,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
65029,0.0,9.0,Kigoma Municipal,809,Kigoma municipal,0,Lake Tanganyika,Bogogwa,Kigoma,<built-in function zeros>,True,GeoData Consultants Ltd,Other,True,other,other,never pay,soft,dry,groundwater,other
34443,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Ilomba,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
49050,0.0,19.0,Hesawa,1484,DWE,0,Lake Victoria,Majengo,Mara,400.0,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,unknown,salty,enough,groundwater,hand pump
16075,0.0,unknown,Mem,0,MEM,0,Internal,Loya Mlimani,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,seasonal,surface,communal standpipe
14208,250.0,17.0,Oxfam,1408,OXFAM,0,Lake Tanganyika,Kasumo,Kigoma,1200.0,True,GeoData Consultants Ltd,Water authority,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
42791,2200.0,7.0,Idc,1761,DWE,0,Rufiji,Siyovelwa,Iringa,420.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
49532,0.0,38.0,Ministry Of Water,1230,Idara ya maji,0,Rufiji,Chikola,Singida,500.0,False,GeoData Consultants Ltd,VWC,False,motorpump,user-group,never pay,salty abandoned,enough,groundwater,communal standpipe
33022,0.0,38.0,Fw,364,FW,0,Ruvuma / Southern Coast,Chikunja B,Mtwara,150.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,salty abandoned,enough,groundwater,other
67529,50.0,2.0,Private Individual,137,WU,0,Wami / Ruvu,Chalinze Mzee A,Pwani,20.0,False,GeoData Consultants Ltd,WUA,True,submersible,commercial,per bucket,soft,enough,surface,communal standpipe
47546,50.0,11.0,Plan Int,104,DDCA,0,Wami / Ruvu,Msanga Zalala,Pwani,300.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,per bucket,soft,enough,groundwater,hand pump
28169,0.0,unknown,Dwe,0,DWE,0,Lake Tanganyika,Songambele,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
17256,0.0,11.0,Lga,866,DWE,0,Lake Rukwa,Ukingwamizi A,Rukwa,50.0,False,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,salty abandoned,enough,groundwater,hand pump
27252,0.0,5.0,Action Aid,768,DWE,0,Lake Tanganyika,Lugongoni,Kigoma,1500.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,unknown,soft,enough,groundwater,other
11454,0.0,unknown,Danida,0,Central government,0,Lake Nyasa,Bagamoyo,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
24354,0.0,21.0,Tcrs,1281,TCRS,0,Internal,Magogo,Singida,245.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,dry,groundwater,hand pump
49659,5000.0,27.0,Danida,1250,DANID,0,Rufiji,Kibaoni,Iringa,1.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,annually,soft,enough,groundwater,communal standpipe
59703,0.0,7.0,Dwe,-11,DWE,0,Rufiji,Kipei,Pwani,1.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,dry,groundwater,other
15534,1000.0,13.0,Unicef,598,UNICEF,0,Ruvuma / Southern Coast,Lusanga,Ruvuma,1.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,annually,soft,enough,groundwater,hand pump
57208,0.0,unknown,Cspd,0,DWE,0,Lake Victoria,Mwamboku,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
12820,500.0,20.0,Unicef,74,Unisef,0,Ruvuma / Southern Coast,Kiwanjani,Mtwara,400.0,False,GeoData Consultants Ltd,VWC,True,submersible,user-group,monthly,soft,enough,groundwater,communal standpipe
42519,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Kibarama,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,unknown,dry,groundwater,communal standpipe
61228,0.0,13.0,Gtz,1699,GTZ,0,Internal,Kombero,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Company,True,gravity,commercial,monthly,soft,enough,groundwater,communal standpipe
17780,0.0,unknown,Government Of Tanzania,0,Sengerema Water Department,0,Lake Victoria,Shule,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,dry,groundwater,hand pump
9587,0.0,15.0,Ir,982,Ir,0,Wami / Ruvu,Mekia,Morogoro,180.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump
35313,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Mpulu,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,Parastatal,unknown,gravity,parastatal,unknown,soft,enough,groundwater,communal standpipe
48852,0.0,unknown,Water,0,Gover,0,Wami / Ruvu,Chamwino A,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,salty,enough,groundwater,other
26297,0.0,unknown,World Bank,0,DWE,0,Internal,Mlimani,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,motorpump,user-group,never pay,soft,enough,groundwater,communal standpipe
50871,0.0,29.0,Lga,258,LGA,0,Ruvuma / Southern Coast,Bondeni,Mtwara,1.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,unknown,salty,enough,groundwater,hand pump
41014,0.0,3.0,Dwe,1731,DWE,0,Rufiji,Matamba,Iringa,20.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
14737,0.0,14.0,Hesawa,1691,Hesawa,0,Lake Victoria,Kwiriba,Mara,300.0,True,GeoData Consultants Ltd,unknown,True,other,user-group,unknown,soft,enough,groundwater,other
29103,0.0,4.0,Unhcr,1326,TWESA,0,Lake Tanganyika,Kumunzoya,Kigoma,200.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,unknown,soft,enough,groundwater,improved spring
13272,0.0,3.0,Wsdp,1502,SHY BUILDERS,0,Internal,Kisamamba,Singida,235.0,True,GeoData Consultants Ltd,Parastatal,True,submersible,parastatal,never pay,soft,enough,groundwater,communal standpipe
60981,0.0,unknown,Water,0,Gover,0,Rufiji,Majengo,Dodoma,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,enough,groundwater,improved spring
23040,0.0,13.0,Peter Tesha,1534,DWE,0,Pangani,Ngaruma,Kilimanjaro,150.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
69479,0.0,unknown,Unicef,0,UNICEF,0,Lake Victoria,Kihinga,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
61110,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Isela,Mbeya,<built-in function zeros>,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,seasonal,groundwater,hand pump
5912,0.0,unknown,unknown,0,unknown,0,Lake Victoria,Bunukangoma,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,enough,surface,communal standpipe
69460,0.0,unknown,World Vision,0,World vision,0,Internal,Mlimani A,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,other,soft,enough,groundwater,hand pump
9268,0.0,27.0,Government Of Tanzania,133,District Council,0,Ruvuma / Southern Coast,Msikitini,Lindi,653.0,False,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump
58766,0.0,11.0,World Vision/adra,1440,Community,0,Pangani,Nkure,Arusha,68.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
69125,2550.0,23.0,Norad,1447,NORAD,0,Lake Tanganyika,Msuka B,Kigoma,410.0,True,GeoData Consultants Ltd,Water authority,True,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
33215,0.0,35.0,Po,431,Po,0,Wami / Ruvu,Tembeni,Morogoro,171.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
5531,1000.0,4.0,Shipo,1571,Shipo,0,Rufiji,Mahongole A,Iringa,40.0,True,GeoData Consultants Ltd,VWC,False,rope pump,user-group,on failure,soft,enough,groundwater,hand pump
31846,0.0,13.0,Government Of Tanzania,1373,DWE,0,Internal,Hanari,Manyara,720.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
26146,250.0,29.0,Norad,1293,NORAD,0,Lake Tanganyika,Runyogoza,Kigoma,250.0,True,GeoData Consultants Ltd,Water authority,True,gravity,user-group,monthly,soft,enough,surface,communal standpipe
44608,2500.0,17.0,Unicef,699,UNICEF,0,Ruvuma / Southern Coast,Tuleane,Ruvuma,1.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,annually,soft,enough,groundwater,hand pump
39404,100.0,11.0,Kkkt,2078,Commu,0,Lake Nyasa,Ntagala,Iringa,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
473,0.0,17.0,Government Of Tanzania,1554,Government,0,Lake Victoria,Manyunyu,Mara,600.0,False,GeoData Consultants Ltd,Other,unknown,gravity,other,never pay,unknown,enough,surface,communal standpipe
918,0.0,unknown,unknown,0,unknown,0,Rufiji,Ilolo,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,insufficient,surface,communal standpipe
53322,0.0,33.0,Fini Water,269,FINI WATER,0,Ruvuma / Southern Coast,Majengo,Lindi,460.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
19984,0.0,13.0,Government Of Tanzania,1616,DWE,0,Internal,Maurani,Arusha,150.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,fluoride,enough,groundwater,communal standpipe
14099,0.0,11.0,Lawatefuka Water Supply,1307,Lawatefuka water sup,0,Pangani,Majengo,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
60507,2000.0,8.0,Ta,1670,Tanz,0,Lake Rukwa,Mageuzi,Rukwa,500.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,annually,unknown,enough,groundwater,hand pump
737,0.0,18.0,Lga,286,LGA,0,Ruvuma / Southern Coast,Kariakoo,Mtwara,1.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,never pay,soft,dry,groundwater,communal standpipe
13046,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Lembuka,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,unknown,soft,insufficient,groundwater,communal standpipe
59747,0.0,3.0,Shipo,1966,SHIPO,0,Rufiji,Magoda A,Iringa,20.0,True,GeoData Consultants Ltd,unknown,False,rope pump,user-group,never pay,soft,enough,groundwater,hand pump
7466,500.0,25.0,Holla,144,RWE,0,Wami / Ruvu,Toangoma B,Morogoro,400.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,monthly,salty,insufficient,groundwater,hand pump
71316,0.0,2.0,Maji Mugumu,1641,Maji mugumu,0,Lake Victoria,Mch,Mara,600.0,unknown,GeoData Consultants Ltd,Other,True,submersible,commercial,never pay,soft,insufficient,surface,communal standpipe
54266,0.0,unknown,Government Of Tanzania,0,Central government,0,Lake Victoria,Narukingie,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,soft,dry,groundwater,communal standpipe
30934,0.0,unknown,Government Of Tanzania,0,Government,0,Internal,Madukani,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,never pay,soft,enough,surface,communal standpipe
65010,0.0,unknown,Wananchi,0,wananchi,0,Lake Nyasa,Katyongoli,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
55524,0.0,19.0,Dhv,267,RWE,0,Rufiji,Muungano,Morogoro,300.0,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
44060,25.0,13.0,unknown,1395,unknown,0,Pangani,Kware,Arusha,600.0,False,GeoData Consultants Ltd,Water Board,unknown,submersible,user-group,per bucket,soft,enough,groundwater,communal standpipe
70372,0.0,3.0,Padep,0,DWE,0,Pangani,Manga,Tanga,1.0,True,GeoData Consultants Ltd,VWC,False,other,user-group,never pay,soft,insufficient,surface,other
4386,0.0,unknown,Guje Olsson,0,DWE,0,Lake Victoria,Kyamuraile,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,insufficient,surface,communal standpipe
35675,0.0,unknown,Hesawa,0,HESAWA,0,Lake Tanganyika,Mwabasabi,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
41332,0.0,unknown,Danida,0,Central government,0,Lake Nyasa,Mbwata,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,Water authority,True,gravity,commercial,monthly,soft,dry,groundwater,communal standpipe
55598,0.0,unknown,Kkkt,0,DWE,0,Lake Rukwa,Igamba Kati,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,on failure,soft,enough,groundwater,hand pump
61164,0.0,unknown,Government Of Tanzania,0,Government,0,Lake Victoria,Jihu A,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
45271,0.0,2.0,Crs,1515,CRS,0,Internal,Lerang'Wa,Arusha,70.0,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,on failure,soft,insufficient,surface,communal standpipe
19594,0.0,unknown,Government Of Tanzania,0,Government,0,Internal,Kifukulo,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,seasonal,groundwater,other
64869,0.0,unknown,Tlc,0,TLC,0,Lake Tanganyika,Kiloeni,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,dry,groundwater,hand pump
34652,0.0,5.0,African,346,Kuwait,0,Wami / Ruvu,Kwazuberi,Morogoro,20.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,enough,groundwater,other
45932,0.0,3.0,Wsdp,240,DWE,0,Pangani,Kalalani Kati,Tanga,350.0,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,never pay,salty,enough,groundwater,hand pump
44634,50.0,4.0,Amref,89,Amref,0,Ruvuma / Southern Coast,Shuleni,Mtwara,300.0,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
30887,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Isoka,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,handpump,user-group,unknown,unknown,seasonal,groundwater,hand pump
23794,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Bujesi,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,never pay,soft,insufficient,groundwater,communal standpipe
32176,0.0,3.0,Shipo,1973,SHIPO,0,Rufiji,Magoda A,Iringa,30.0,True,GeoData Consultants Ltd,unknown,False,rope pump,user-group,never pay,soft,enough,groundwater,hand pump
6045,0.0,unknown,Halmashauri Ya Wilaya Sikonge,0,Halmashauri ya wilaya sikonge,0,Lake Tanganyika,Tupendane,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,milky,dry,groundwater,hand pump
34035,0.0,20.0,Norad,1315,RWE,0,Lake Tanganyika,Maseleleko,Kigoma,190.0,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
46466,20.0,10.0,Halmashauri,1719,Halmashauri,0,Internal,Galanga,Manyara,236.0,True,GeoData Consultants Ltd,VWC,True,submersible,user-group,per bucket,soft,dry,surface,communal standpipe
37519,0.0,1.0,Kkkt,1754,KKKT,0,Rufiji,Uhananya,Iringa,1.0,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,enough,groundwater,hand pump
12536,500.0,2.0,Roman Catholic,1822,ACRA,0,Rufiji,Mvinila,Iringa,125.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,enough,groundwater,communal standpipe
20123,0.0,13.0,World Bank,1478,DWE,0,Pangani,Madukani,Arusha,200.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
33376,0.0,unknown,World Vision,0,World vision,0,Internal,Jinikulu,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,per bucket,soft,seasonal,surface,communal standpipe
61089,0.0,unknown,Ministry Of Water,0,DWE,0,Lake Victoria,Nyashimba,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,motorpump,user-group,per bucket,soft,enough,groundwater,communal standpipe
30938,0.0,34.0,Pod,412,POD,0,Wami / Ruvu,Mkocheni,Morogoro,1.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,unknown,dry,groundwater,other
61987,0.0,2.0,Solidarm,260,DWE,0,Rufiji,Matindi,Morogoro,800.0,False,GeoData Consultants Ltd,unknown,True,other,other,never pay,soft,enough,groundwater,hand pump
40061,0.0,unknown,Tcrs,0,TCRS,0,Lake Tanganyika,21A,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,soft,enough,groundwater,other
18498,0.0,35.0,Cdtf,281,CDTF,0,Ruvuma / Southern Coast,Majimaji,Lindi,350.0,unknown,GeoData Consultants Ltd,VWC,True,handpump,user-group,unknown,salty,dry,groundwater,hand pump
41951,0.0,unknown,Rwssp,0,DWE,0,Lake Victoria,Bukomera,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,unknown,True,handpump,unknown,unknown,unknown,unknown,groundwater,hand pump
15683,0.0,unknown,Peters,0,DWE,0,Lake Victoria,Bunazi B,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
44001,0.0,unknown,Netherlands,0,DWE,0,Lake Victoria,Mwasweya,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,never pay,soft,enough,groundwater,hand pump
41636,0.0,unknown,Government Of Tanzania,0,DWE,0,Lake Victoria,Kamunyegezi,Kagera,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
18863,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Msanga,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
3130,0.0,39.0,Government Of Tanzania,1097,District council,0,Pangani,Ing'Oro,Kilimanjaro,1.0,True,GeoData Consultants Ltd,Company,True,gravity,commercial,never pay,soft,enough,groundwater,communal standpipe
52230,0.0,38.0,Government Of Tanzania,1334,DWE,0,Pangani,Kisamuni,Kilimanjaro,60.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,enough,groundwater,other
1969,0.0,unknown,Tasaf,0,DWE,0,Internal,Gilabela,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUA,True,wind-powered,user-group,annually,soft,enough,groundwater,communal standpipe
37489,0.0,unknown,unknown,0,unknown,0,Lake Nyasa,Segera,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,unknown,gravity,user-group,never pay,soft,enough,groundwater,communal standpipe
28607,10.0,14.0,Germany Republi,1386,CES,0,Pangani,Nsalo,Kilimanjaro,50.0,True,GeoData Consultants Ltd,Water Board,True,gravity,user-group,per bucket,soft,enough,groundwater,communal standpipe
28975,0.0,unknown,World Vision,0,TAWASA,0,Lake Tanganyika,Matalange,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,other,user-group,unknown,soft,seasonal,groundwater,other
62080,0.0,unknown,Ruben Hunting,0,Ruben Hunting,0,Lake Tanganyika,Ccm,Tabora,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,unknown,dry,groundwater,other
59619,0.0,unknown,Wsdp,0,DWE,0,Internal,Ihapa,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,WUG,False,handpump,user-group,unknown,soft,enough,groundwater,hand pump
20251,0.0,unknown,Dwsp,0,DWSP,0,Internal,Sengerema,Shinyanga,<built-in function zeros>,True,GeoData Consultants Ltd,WUG,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
18615,0.0,11.0,Lamp,986,DWE,0,Internal,Moyamayoka,Manyara,150.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,never pay,soft,enough,surface,communal standpipe
34650,0.0,unknown,Hifab,0,Hesawa,0,Lake Victoria,Runelle,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,on failure,soft,insufficient,groundwater,hand pump
37444,0.0,unknown,Hesawa,0,DWE,0,Lake Victoria,Kilosha,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,unknown,True,handpump,user-group,never pay,soft,insufficient,groundwater,hand pump
508,0.0,unknown,Dasp,0,DARDO,0,Lake Victoria,Kihalahala,Shinyanga,<built-in function zeros>,unknown,GeoData Consultants Ltd,WUG,False,other,user-group,unknown,soft,enough,groundwater,other
8227,200.0,15.0,Cefa,1580,CEFA,0,Rufiji,Mtakuja,Iringa,36.0,True,GeoData Consultants Ltd,WUA,True,gravity,user-group,monthly,soft,dry,surface,communal standpipe
2208,10.0,3.0,Tasaf,970,JLH CO LTD,0,Rufiji,Madukani A,Ruvuma,220.0,True,GeoData Consultants Ltd,WUG,False,handpump,user-group,per bucket,soft,insufficient,groundwater,hand pump
48140,0.0,14.0,Dhv,164,Counc,0,Wami / Ruvu,Chaurembo,Morogoro,420.0,True,GeoData Consultants Ltd,VWC,True,other,user-group,never pay,unknown,dry,groundwater,other
34226,0.0,unknown,Plan International,0,Plan Internationa,0,Lake Victoria,Nyampa A,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,annually,soft,insufficient,groundwater,hand pump
55270,0.0,15.0,World Vision,1306,Community,0,Pangani,Mavinuni,Arusha,136.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,enough,groundwater,communal standpipe
43568,0.0,unknown,Kkkt,0,KKKT,0,Lake Rukwa,Chimbuya,Mbeya,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,False,other,user-group,on failure,soft,enough,groundwater,other
63385,0.0,6.0,Government Of Tanzania,1223,Community,0,Pangani,Kanisani,Arusha,92.0,True,GeoData Consultants Ltd,VWC,True,gravity,user-group,unknown,soft,enough,surface,communal standpipe
1048,0.0,14.0,Dhv,277,RWE,0,Rufiji,Muungano,Morogoro,100.0,True,GeoData Consultants Ltd,unknown,True,other,user-group,never pay,soft,insufficient,groundwater,other
7351,0.0,unknown,H,0,H,0,Lake Victoria,1,Mwanza,<built-in function zeros>,True,GeoData Consultants Ltd,VWC,True,handpump,user-group,never pay,salty,enough,groundwater,hand pump
